Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
Royal Coach Diner,NA,NA,NA,0,American,Bronx,Brooklyn
Fortune Garden,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Jumbo Steak Fish N Chips,NA,NA,NA,0,Steakhouse,Bronx,Brooklyn
Empere Kitchen,NA,NA,NA,0,Chinese,Bronx,Brooklyn
P&p Early Bird Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Pizza & Rest Dang,NA,NA,NA,0,Italian,Bronx,Brooklyn
City Tamale Inc,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Olive Home Spice Cuisine,NA,NA,NA,0,American,Bronx,Brooklyn
New China Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Early Morning Seafood,NA,NA,NA,0,Seafood,Bronx,Brooklyn
Fang Lin Min,NA,NA,NA,0,Asian,Bronx,Brooklyn
Break Time Sports Bar & Grill,NA,NA,NA,0,Grill,Bronx,Brooklyn
The Hunts Point Cafe Grill,NA,NA,NA,0,American,Bronx,Brooklyn
Jen's Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Country Boyz Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Palomas Pasta Cafe,NA,NA,NA,0,Italian,Bronx,Brooklyn
Gold Grill Deli Llc,NA,NA,NA,0,American,Bronx,Brooklyn
Wilbel,NA,NA,NA,0,American,Bronx,Brooklyn
El Rey Del Bistec Restaurant,NA,NA,NA,0,Mexican,Bronx,Brooklyn
2987 El Dorado Cafe Inc,NA,NA,NA,0,American,Bronx,Brooklyn
Elporton Bar,NA,NA,NA,0,Grill,Bronx,Brooklyn
American Grill,NA,NA,NA,0,American,Bronx,Brooklyn
Wok Wok Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Gun Hill Halal Food And Chicken Corp,NA,NA,NA,0,Grill,Bronx,Brooklyn
Fried R Us,NA,NA,NA,0,American,Bronx,Brooklyn
V I P Cafe,NA,NA,NA,0,American,Bronx,Brooklyn
La Espiga 3 Estrellas,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Ultimate Grill,NA,NA,NA,0,American,Bronx,Brooklyn
Sun Flower Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Feeding Tree,NA,NA,NA,0,Caribbean,Bronx,Brooklyn
Applebee's Grill and Bar - Bronx - Riverdale NY,NA,NA,NA,0,American,Bronx,Brooklyn
Chicanip Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Pelham Bay Cafe Incorporated,NA,NA,NA,0,American,Bronx,Brooklyn
Georges Restaurant,NA,NA,NA,0,American,City Island,Brooklyn
Rochambeau Island Kitchen,NA,NA,NA,0,American,Bronx,Brooklyn
Mexico Magico Resturant,NA,NA,NA,0,Mexican,City Island,Brooklyn
Shamrock Inn,NA,NA,NA,0,American,City Island,Brooklyn
The Bronx Public,NA,4.5,9,0,American,Bronx,Brooklyn
Lucca Restaurant,NA,NA,NA,0,Italian,Bronx,Brooklyn
Venice Restaurant & Pizzeria,NA,NA,NA,0,Italian,Bronx,Brooklyn
Xochimilco,NA,NA,NA,0,American,Bronx,Brooklyn
Escape Latino,NA,3.9,7,0,Latin / Spanish,Bronx,Brooklyn
Ten Tan Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Caribe Restaurant,NA,NA,NA,0,Caribbean,Bronx,Brooklyn
Nana's African Kitchen,NA,NA,NA,0,African,Bronx,Brooklyn
El Valle,NA,NA,NA,0,Latin American,Bronx,Brooklyn
MamaJuana Cafe The Bronx,NA,3.7,57,0,Latin American,Bronx,Brooklyn
Escape Restaurant and Lounge,NA,NA,NA,0,Gastro Pub,Bronx,Brooklyn
Viviennes,NA,NA,NA,0,Grill,Bronx,Brooklyn
Cafe Abdurri Italia,NA,NA,NA,0,Italian,Bronx,Brooklyn
Gar Pizzeria & Restaurant Incorporated,NA,NA,NA,0,Italian,Bronx,Brooklyn
Eastern Dynasty Restaurant,NA,NA,NA,0,Chinese,City Island,Brooklyn
Los Hermanos Salazar Restaurant,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Jimmy Ryans,NA,NA,NA,0,English,City Island,Brooklyn
The Hong Kong Chinese Restaurant Store,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Chris Jamaica Restaurant,NA,NA,NA,0,Caribbean,Bronx,Brooklyn
Good Taste Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Sonia & Sons Cooking,NA,NA,NA,0,American,Bronx,Brooklyn
Fresco Pizzeria,NA,NA,NA,0,Italian,Bronx,Brooklyn
China Palace,NA,NA,NA,0,Chinese,City Island,Brooklyn
Ya Mei Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Caridad & Louie's Restuarant,NA,NA,NA,0,Latin American,Bronx,Brooklyn
Mecicocina Diner,NA,NA,NA,0,American,Bronx,Brooklyn
La Granja Peruvian Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Maddy's African Restaurant,NA,NA,NA,0,African,Bronx,Brooklyn
El Valle Restaurant,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Giovannis Restaurant & Pizzeria,NA,NA,NA,0,Italian,City Island,Brooklyn
Noches Mexicanas,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Delicioso Restaurant,NA,NA,NA,0,Tapas / Small Plates,Bronx,Brooklyn
Mi Palenque,NA,NA,NA,0,Mexican,Bronx,Brooklyn
555 Viva Cafe,NA,NA,NA,0,American,Bronx,Brooklyn
El Valle Restaurante,NA,NA,NA,0,Tapas / Small Plates,Bronx,Brooklyn
Louie And Ernies Pizza,NA,NA,NA,0,Italian,City Island,Brooklyn
King Hing Restaurant,NA,NA,NA,0,Chinese,City Island,Brooklyn
Applebee's Grill and Bar - Bronx - Hutchinson River Pkwy,NA,NA,NA,0,American,Bronx,Brooklyn
Illusions Hookah & Mixology,NA,NA,NA,0,Grill,City Island,Brooklyn
New Sea Food Company,NA,NA,NA,0,Seafood,Bronx,Brooklyn
B B Healthly Corner,NA,NA,NA,0,American,Bronx,Brooklyn
New Wok Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Guan Hin Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Cafe Latino Restaurant,NA,NA,NA,0,Caribbean,Bronx,Brooklyn
Eastwood Manor,NA,NA,NA,0,Fusion / Eclectic,Bronx,Brooklyn
Dima Corp Diner,NA,NA,NA,0,American,City Island,Brooklyn
El Soul & Seafood,NA,NA,NA,0,Seafood,Bronx,Brooklyn
Crosstown Diner,NA,4.4,9,0,Comfort Food,Bronx,Brooklyn
Pat'e Palo Bar & Grill,NA,NA,NA,0,Latin American,Bronx,Brooklyn
LATIN MIX Restaurant & Cafeteria,NA,NA,NA,0,American,Bronx,Brooklyn
Js Perry's Diner,NA,NA,NA,0,American,Bronx,Brooklyn
Pelham Bay Diner Incorporated,NA,NA,NA,0,American,City Island,Brooklyn
Bronx Alehouse,NA,NA,NA,0,American,Bronx,Brooklyn
Les Ames African Restaurant,NA,NA,NA,0,African,Bronx,Brooklyn
Kim Popla Cuisine,NA,NA,NA,0,American,Bronx,Brooklyn
Zona de Cuba,NA,4.3,446,0,Cuban,Bronx,Brooklyn
Joyful Dragon Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
China Top,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Rainbow Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Barnes & Noble Cafe,NA,NA,NA,0,American,City Island,Brooklyn
Foo Hing Chinese Kitchen Incorporated,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Gaelic Park,NA,NA,NA,0,American,Bronx,Brooklyn
Addeo's of the Bronx,NA,4.7,2,0,Italian,Bronx,Brooklyn
Outback Steakhouse - Bronx,NA,NA,NA,0,Steak,Bronx,Brooklyn
Red Robin - Bronx,NA,3.6,3,0,American,Bronx,Brooklyn
Olive Garden - Bronx,NA,NA,NA,0,Italian,City Island,Brooklyn
Applebee's Grill and Bar - Bronx - Terminal Market,NA,NA,NA,0,American,Bronx,Brooklyn
New Chinatown,NA,NA,NA,0,Asian,Bronx,Brooklyn
Tien Lung Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Throggs Neck Clipper,NA,NA,NA,0,Grill,City Island,Brooklyn
CASA RESTAURANT & LOUNGE,NA,3.9,22,0,Fusion / Eclectic,Bronx,Brooklyn
Pinstripes,NA,NA,NA,0,American,Bronx,Brooklyn
Truffa Wine Room Pizza Kitchen,NA,NA,NA,0,Pizzeria,Bronx,Brooklyn
St Ann's Cafe,NA,NA,NA,0,Latin / Spanish,Bronx,Brooklyn
Top Choice,NA,NA,NA,0,American,Bronx,Brooklyn
The Hill Bistro,NA,NA,NA,0,Bistro,Bronx,Brooklyn
Lins Garden Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Bella Notte,NA,4.4,29,0,Italian,Bronx,Brooklyn
Fontenova Spanish & Mexican Tapas,NA,3.4,3,0,Tapas / Small Plates,Bronx,Brooklyn
Yokomo,NA,NA,NA,0,Peruvian,Bronx,Brooklyn
Laconia Pizza,NA,NA,NA,0,Italian,Bronx,Brooklyn
710 Caridad Express Corp,NA,NA,NA,0,Latin American,Bronx,Brooklyn
Peppercorns Grill & Bar,NA,NA,NA,0,Grill,City Island,Brooklyn
The Burrito Shop,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Corner Cafe,NA,NA,NA,0,American,Bronx,Brooklyn
La Familia Restaurant,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Huang Bao Guan,NA,NA,NA,0,Asian,Bronx,Brooklyn
Claudy’s Kitchen,NA,NA,NA,0,Peruvian,Bronx,Brooklyn
Barcelona Bites,NA,3.8,12,0,Latin / Spanish,Bronx,Brooklyn
Cervantes Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
Foo Shing Kitchen,NA,NA,NA,0,American,Bronx,Brooklyn
Camaguey Restaurant,NA,NA,NA,0,American,Bronx,Brooklyn
La Rosa Cubana,NA,NA,NA,0,Caribbean,Bronx,Brooklyn
Cafe Buon Gusto,NA,3.7,2,0,Italian,Bronx,Brooklyn
Sangria Cafe,NA,4.2,98,0,Latin / Spanish,City Island,Brooklyn
414 Latino Restaurant Sports Bar,NA,NA,NA,0,Grill,Bronx,Brooklyn
La Fiesta Restaurant,NA,NA,NA,0,Mexican,Bronx,Brooklyn
China Wok,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Jing Xin Resturant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Santa Fe Grill Restaurant,NA,NA,NA,0,Mexican,Bronx,Brooklyn
Brewski's Bar & Grill,NA,NA,NA,0,Grill,Bronx,Brooklyn
Sandwedge Grille,NA,NA,NA,0,American,Bronx,Brooklyn
Carmen And Cindy Resturant,NA,NA,NA,0,American,Bronx,Brooklyn
Bbq Sportswear Incorporated,NA,NA,NA,0,Barbecue,Bronx,Brooklyn
Jade Palace,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Section 5 Pizza,NA,NA,NA,0,Italian,City Island,Brooklyn
3758 Restaurant Corporation,NA,NA,NA,0,American,Bronx,Brooklyn
Cabo Rest.,NA,NA,NA,0,Mexican,Bronx,Brooklyn
La Montego Caribbean Cuisine,NA,NA,NA,0,Caribbean,Bronx,Brooklyn
Walnut Bus Stop,NA,NA,NA,0,American,Bronx,Brooklyn
Latin Kitchen,NA,NA,NA,0,Spanish,City Island,Brooklyn
Mandarin House I,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Yamada Japanese Restaurant,NA,NA,NA,0,Japanese,Bronx,Brooklyn
Travesias Cafe Brian,NA,NA,NA,0,American,City Island,Brooklyn
Applebee's Grill and Bar - Bronx - Bay Plaza,NA,NA,NA,0,American,City Island,Brooklyn
LATIN KITCHEN,NA,NA,NA,0,Spanish,Bronx,Brooklyn
Maisonetta,NA,4.6,11,0,French,Bronx,Brooklyn
Habanero Mexican Cuisine,NA,4.3,1,0,Mexican,Bronx,Brooklyn
Patricias Pizza And Pasta,NA,NA,NA,0,Italian,Bronx,Brooklyn
iNINE Bistro,NA,4.2,9,0,Bistro,Bronx,Brooklyn
Beatstro,NA,NA,NA,0,Bistro,Bronx,Brooklyn
Bricks & Hops Beer Garden,NA,NA,NA,0,Latin American,Bronx,Brooklyn
Michael's Waterfront Dining,NA,NA,NA,0,American,Bronx,Brooklyn
The Spot,NA,NA,NA,0,American,Bronx,Brooklyn
Just Like Mom Soul Food Express,NA,NA,NA,0,Southern,Bronx,Brooklyn
Charlies Bar & Kitchen,NA,4.2,9,0,American,Bronx,Brooklyn
Mott Haven Bar & Grill,NA,4.5,75,0,American,Bronx,Brooklyn
New Dragon Star Chinese Kitchen,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Golden Wok,NA,NA,NA,0,Chinese,Bronx,Brooklyn
IKKO Hibachi Sushi Asian Bistro,NA,NA,NA,0,Unspecified,Bronx,Brooklyn
Rinos Italian Restaurant,NA,NA,NA,0,Italian,City Island,Brooklyn
Feng & Mao Sun's Kitchen,NA,NA,NA,0,Chinese,Bronx,Brooklyn
The Miles Coffee Bar,NA,NA,NA,0,American,City Island,Brooklyn
Sook & Sook,NA,NA,NA,0,American,Bronx,Brooklyn
Hawaii Chinese Restaurant,NA,NA,NA,0,Chinese,Bronx,Brooklyn
Franks Pizza,NA,NA,NA,0,Italian,Bronx,Brooklyn
Tasty Thyme,NA,NA,NA,0,American,Bronx,Brooklyn
Cozy Cottage,NA,NA,NA,0,American,Bronx,Brooklyn
Marina Del Rey,NA,NA,NA,0,American,City Island,Brooklyn
Riverdale K Grillhouse,NA,4.1,26,0,Kosher,Bronx,Brooklyn
Ihop,NA,NA,NA,0,American,Bronx,Brooklyn
Columbus Diner,NA,NA,NA,0,American,Bronx,Brooklyn
Yuni Restaurant,NA,NA,NA,0,Japanese,Bronx,Brooklyn
Country Kitchen,NA,NA,NA,0,American,Bronx,Brooklyn
Knuckleheads Tavern,NA,NA,NA,0,Grill,Bronx,Brooklyn
Portofino City Island,NA,3.6,4,0,Italian,Bronx,Brooklyn
City Island Lobster House,NA,NA,NA,0,Seafood,City Island,Brooklyn
Lighthouse Restaurant,NA,3.8,10,0,Italian,Bronx,Brooklyn
Archie's Tap & Table,NA,NA,NA,0,American,City Island,Brooklyn
Jp's Restaurant,NA,3.7,22,0,Seafood,Bronx,Brooklyn
Portofino Restaurant,NA,3.8,96,0,Italian,Bronx,Brooklyn
J Ps Restaurant,NA,NA,NA,0,Steakhouse,City Island,Brooklyn
Ohana Japanese Hibachi Seafood & Steakhouse,NA,NA,NA,0,Japanese,City Island,Brooklyn
Arties Of City Island,NA,5.0,1,0,Italian,City Island,Brooklyn
Crab Shanty One,NA,NA,NA,0,Seafood,City Island,Brooklyn
City Island Diner,NA,NA,NA,0,American,City Island,Brooklyn
The Black Whale,NA,NA,NA,0,American,City Island,Brooklyn
Bistro SK,NA,NA,NA,0,French,City Island,Brooklyn
Filomena's Pizza & Pasta,NA,NA,NA,0,Italian,Bronx,Brooklyn
Ray's Cafe,NA,NA,NA,0,American,City Island,Brooklyn
Scavello's on the Island,NA,NA,NA,0,Café,City Island,Brooklyn
City Island Chinese Restaurant,NA,NA,NA,0,Chinese,City Island,Brooklyn
Lobster Box,NA,3.8,116,0,Seafood,City Island,Brooklyn
Reef Restaurant,NA,NA,NA,0,Seafood,City Island,Brooklyn
Tonys Pier Restaurant Incorporated,NA,NA,NA,0,American,City Island,Brooklyn
Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
Chingri restaurant,NA,4.5,2,0,Asian,Astoria,Queens
Blend Astoria,NA,4.6,575,0,Latin / Spanish,Astoria,Queens
Mojo Restaurant,6,4.6,326,0,Latin American,Forest Hills,Queens
Bistro Eloise,NA,4.9,172,0,Traditional French,Jackson Heights,Queens
MoCA Asian Bistro - Queens,NA,4.6,75,0,Asian,Forest Hills,Queens
Romeo's Italian Restaurant,25,4.4,70,0,Italian,Jackson Heights,Queens
Bocaito Cafe & Wine Bar,NA,4.8,1,0,American,Jackson Heights,Queens
La Vigna Restaurant & Bar,NA,4.4,480,0,Italian,Forest Hills,Queens
Nick's Bistro,NA,4.8,371,0,Greek,Forest Hills,Queens
White Radish,NA,4.6,84,0,American,Forest Hills,Queens
Agora Taverna - Forest Hills,NA,4.8,207,0,Greek,Forest Hills,Queens
Dee's,NA,4.8,612,0,Italian,Forest Hills,Queens
Queens Beer Factory,NA,NA,NA,0,Beer Garden,Jackson Heights,Queens
Christos Steak House,NA,4.7,1023,0,Steakhouse,Astoria,Queens
Amylos,12,4.6,457,0,Greek,Astoria,Queens
Guantanamera - Forest Hills,2,4.5,210,0,Cuban,Forest Hills,Queens
Ruta Oaxaca - Astoria,NA,4.8,116,0,Mexican,Astoria,Queens
Rice X Beans - Woodside,NA,4.8,10,0,Brazilian,Woodside,Queens
Red Lobster - Elmhurst,NA,3.8,6,0,Seafood,Queens,Queens
Shaking Crab - Flushing,NA,4.3,210,0,Cajun,Flushing,Queens
VIA VAI - Astoria,NA,4.8,179,0,Italian,Astoria,Queens
Queen's Room,4,4.9,69,0,American,Astoria,Queens
Magna Restaurant,NA,4.4,229,0,Italian,Flushing,Queens
Rice K,3,3.7,2,0,Asian,Astoria,Queens
Smoke and Mirrors,NA,NA,NA,0,Bar / Lounge / Bottle Service,Astoria,Queens
C Kew Gardens,NA,4.6,22,0,Italian,Kew Gardens,Queens
Luna Asian Bistro & Rooftop Lounge,4,4.5,186,0,Asian,Astoria,Queens
Mojave,7,4.7,336,0,Mexican / Southwestern,Astoria,Queens
The Lowery Bar & Kitchen,NA,4.8,2,0,American,Sunnyside,Queens
Krave Cafe & Grill,NA,NA,NA,0,American,Astoria,Queens
Cavali New York,NA,4.0,99,0,Steakhouse,Long Island City,Queens
Sac's Place,NA,4.6,4,0,Italian,Astoria,Queens
Tacuba Cantina Mexicana,NA,4.4,206,0,Mexican,Astoria,Queens
Dionysos Restaurant,NA,4.5,45,0,Mediterranean,Astoria,Queens
Victory Garden Cafe,NA,4.4,56,0,Greek,Astoria,Queens
Mela's Restaurant & Bar,NA,NA,NA,0,Caribbean,Kew Gardens Hills,Queens
Mamá Pio,1,4.7,2,0,Peruvian,Queens,Queens
Angelo's Pizzeria & Restaurant,NA,NA,NA,0,Pizzeria,College Point,Queens
Sushi On Me,NA,4.9,99,0,Sushi,Jackson Heights,Queens
"Gyu-Kaku - Flushing, NY",57,4.8,592,0,Japanese,Flushing,Queens
Patrizia's of Maspeth,12,4.7,53,0,Italian,Queens,Queens
Numero 28 Pizzeria & Bar - Forest Hills,21,4.4,67,0,Italian,Forest Hills,Queens
Mansion Supper Club,1,4.2,49,0,Latin American,Woodside,Queens
Coco La Reve,NA,NA,NA,0,Fusion / Eclectic,Astoria,Queens
The Pomeroy,14,4.7,182,0,American,Astoria,Queens
Dylan's Forest Hills,NA,4.4,3,0,Southern,Forest Hills,Queens
Bareburger - Forest Hills,NA,4.2,3,0,Burgers,Queens,Queens
Lucky Chinese Restaurant,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Tumi International Restaurant,NA,NA,NA,0,American,"Corona, NY",Queens
Sabor Peruano,NA,NA,NA,0,Latin American,"Corona, NY",Queens
Fiesta Latina Sports Bar,NA,NA,NA,0,Mexican,"Corona, NY",Queens
La Cuencanita Restaurant Corporation,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Tacos Mexico Restaurant & Bar,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Joy Siang Restaurant,NA,NA,NA,0,American,"Corona, NY",Queens
El Pollo Peruano,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Tulcingo Deli Plus,NA,NA,NA,0,American,"Corona, NY",Queens
Polleria El Rey,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Taste Of Italian Pizzeria,NA,NA,NA,0,Italian,"Corona, NY",Queens
El Cuencanito,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Tonys Pizza & Restaurant,NA,NA,NA,0,Italian,"Corona, NY",Queens
Little Chinantla Restaurant,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Las Orillas De Gualaceo,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Nuevo Mundo Foods,NA,NA,NA,0,American,"Corona, NY",Queens
Americans Restaurante Of Corona Inc,NA,NA,NA,0,American,"Corona, NY",Queens
Eldorado Cafe,NA,NA,NA,0,American,"Corona, NY",Queens
La Nortena Restaurant,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Tortilleria Nixtamal,NA,4.3,23,0,Mexican,"Corona, NY",Queens
Los Mismos Amigos Restaurant,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Amanecer Latino Restaurant,NA,NA,NA,0,Latin American,"Corona, NY",Queens
Don Francisco Restaurant,NA,NA,NA,0,American,"Corona, NY",Queens
Las Dos Comadres Rest.,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Mitad Del Mundo Bar Restaurant Corporation,NA,NA,NA,0,Grill,"Corona, NY",Queens
Anojitos Dominicanos,NA,NA,NA,0,Latin American,"Corona, NY",Queens
Nueva Villa China Restaurant,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Tacos Al Suadero,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Nuevo Tacos Al-sudadero,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Angelos Pizzeria,NA,NA,NA,0,Italian,"Corona, NY",Queens
El Manantial Restaurant,NA,NA,NA,0,Latin American,"Corona, NY",Queens
Rincon Criollo,NA,NA,NA,0,Spanish,"Corona, NY",Queens
Los Tres Potrillos,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Lapollera Colorada,NA,NA,NA,0,American,"Corona, NY",Queens
El Encuentro Restaurant,NA,NA,NA,0,Tapas / Small Plates,"Corona, NY",Queens
New Ming Garden Kitchen,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Lucky Star - NY,NA,NA,NA,0,Café,"Corona, NY",Queens
Estrella Latina,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Mama Letis Cafe,NA,NA,NA,0,Tapas / Small Plates,"Flushing, NY",Queens
Il Triangolo,NA,4.0,1,0,Italian,"Queens, NY",Queens
Juan Bar & Restaurant,NA,NA,NA,0,Grill,"Corona, NY",Queens
Mexican Junction Restaurant Company,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Sabor Latino Restaurant & Bar,NA,NA,NA,0,Latin American,"Elmhurst, NY",Queens
El Palo Bar Restaurant,NA,NA,NA,0,Grill,"Corona, NY",Queens
Pollo Latino Bar Restaurant,NA,NA,NA,0,Caribbean,"Elmhurst, NY",Queens
Mini Picanteria El Guaquileno,NA,NA,NA,0,Mexican,"Elmhurst, NY",Queens
Original Tuclingo Restaurant,NA,NA,NA,0,American,"Jackson Heights, NY",Queens
Maxim Chinese Restaurant,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Delicias Calenas,NA,NA,NA,0,American,"Jackson Heights, NY",Queens
Elcisni Restaurant Corp,NA,NA,NA,0,American,"Corona, NY",Queens
Paraiso Colombiano,NA,NA,NA,0,Latin American,"Corona, NY",Queens
Chiflez,NA,NA,NA,0,Tapas / Small Plates,Jackson Heights,Queens
El Encuentro Latino,NA,NA,NA,0,Latin American,"Corona, NY",Queens
El Sonador Cafe Restaurant,NA,NA,NA,0,Mexican,"Elmhurst, NY",Queens
Lima Limon Peruvian Cuisine,NA,NA,NA,0,American,Jackson Heights,Queens
Park Side Restaurant,NA,NA,NA,0,Café,"Corona, NY",Queens
El Tipico Dominicano Restaurant,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Jardin De China,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Las Serranitas Rest.,NA,NA,NA,0,Mexican,"Corona, NY",Queens
La Vida Loca,NA,NA,NA,0,American,"Corona, NY",Queens
Suadero Tacos,NA,NA,NA,0,Mexican,Jackson Heights,Queens
J K C Vanilla Cafe,NA,NA,NA,0,American,"Corona, NY",Queens
El Paraiso Restaurant,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Charo Restaurant,NA,NA,NA,0,American,"Corona, NY",Queens
La Troncalena Lounge & Restaurant,NA,NA,NA,0,Grill,"Corona, NY",Queens
Ho Mei,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Cucino a Modo Mio,NA,NA,NA,0,Italian,"Corona, NY",Queens
Corner Restaurant,NA,NA,NA,0,American,"Corona, NY",Queens
Toltecamila Taqueria Deli Li Restaurant,NA,NA,NA,0,Mexican,"Elmhurst, NY",Queens
El Centenario Bar & Restaurant,NA,NA,NA,0,Grill,"Corona, NY",Queens
Happy World Chinese Takeout,NA,NA,NA,0,Chinese,"Corona, NY",Queens
Pollo Alabrasa Don Alex,NA,NA,NA,0,Mexican,Jackson Heights,Queens
Georgina Dominican Restaurant Corp,NA,NA,NA,0,American,"Corona, NY",Queens
Angelitas Restaurant,NA,NA,NA,0,Mexican,"Flushing, NY",Queens
Burger Express,NA,NA,NA,0,Burgers,"Corona, NY",Queens
Delish By Amerivents,NA,NA,NA,0,American,"Corona, NY",Queens
Double Chinese Restaurant,NA,NA,NA,0,Chinese,"Corona, NY",Queens
La Gitana # 2,NA,NA,NA,0,Latin American,"Corona, NY",Queens
Chespirito Restaurant,NA,NA,NA,0,Tapas / Small Plates,Jackson Heights,Queens
Mi Pequeno El Salvador Rest.,NA,NA,NA,0,Tapas / Small Plates,Jackson Heights,Queens
Moon Light Dinner,NA,NA,NA,0,American,"Corona, NY",Queens
New King House,NA,NA,NA,0,American,"Corona, NY",Queens
Emily Bar Restaurant,NA,NA,NA,0,Grill,Jackson Heights,Queens
Traspatio Mexican Restaurant C,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Great Taste Of Corona Restaurant Incorporated,NA,NA,NA,0,American,"Corona, NY",Queens
La Pinaja Restaurant,NA,NA,NA,0,Mexican,Jackson Heights,Queens
Callao Restaurant El,NA,NA,NA,0,American,"Corona, NY",Queens
Veytas Bakery & Cafe,NA,NA,NA,0,American,Jackson Heights,Queens
El Traspatio Rest.,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Rinconcito Ecuatoriano,NA,NA,NA,0,Mexican,"Corona, NY",Queens
Tropic Pollo,NA,NA,NA,0,American,"Elmhurst, NY",Queens
Empress Ii Chinese Take Out,NA,NA,NA,0,Chinese,"Elmhurst, NY",Queens
Point,NA,NA,NA,0,American,Jackson Heights,Queens
Oregano Resturant & Cafe,NA,NA,NA,0,Italian,Jackson Heights,Queens
Carchiofini Restaurant,NA,NA,NA,0,American,"Flushing, NY",Queens
Elpuerto De Acapulco Bar & Restaurant,NA,NA,NA,0,Mexican,Jackson Heights,Queens
Los Sauces Bar Restaurant,NA,NA,NA,0,Grill,"Corona, NY",Queens
Cocolon Restaurant,NA,NA,NA,0,Seafood,"Elmhurst, NY",Queens
Don Fransisco Juniors Restaurant,NA,NA,NA,0,American,Jackson Heights,Queens
La Ruana Paisa Restaurant,NA,NA,NA,0,Mexican,Jackson Heights,Queens
Terrace On The Park,NA,NA,NA,0,American,"Corona, NY",Queens
El Taconazo Corporation,NA,NA,NA,0,Mexican,Jackson Heights,Queens
La Puntilla Ecuadorian Bar & Restaraunt Inc,NA,NA,NA,0,Grill,Jackson Heights,Queens
The Greek Family Restaurant,NA,NA,NA,0,American,Jackson Heights,Queens
Maravilla's Restaurant,NA,NA,NA,0,American,Jackson Heights,Queens
Tacos Al Suadero,NA,NA,NA,0,Mexican,Jackson Heights,Queens
Empanadas Cafe,NA,NA,NA,0,Latin American,"Corona, NY",Queens
Silver Spoon Food Court,NA,NA,NA,0,American,"Elmhurst, NY",Queens
